Age,DailyTimeOnSite,Income,ClickedAd
69,2.904024481989252,33869,0
66,6.499419927961552,67396,1
25,3.7188558777047596,67650,0
28,4.261736425473929,59548,0
22,6.376747731752171,101975,1
62,5.711808306522587,109297,1
54,6.0509216705502675,24717,1
62,7.699593812041294,69522,1
55,4.199843134975273,110484,1
46,5.510798985885325,37307,1
22,7.254223283520577,113392,1
26,3.6154540977618446,84657,0
65,4.802247098442856,24703,1
19,6.295275483426268,98740,1
18,3.15214237529469,64538,0
57,5.345225605209802,21774,1
68,4.568437539997428,78169,1
47,3.639921006867307,35282,0
28,6.804849172889397,93797,1
45,6.377706018402125,44811,1
61,5.801551942291394,64632,1
29,6.061266491835013,64222,1
56,4.400164284421772,50344,1
43,5.080318419354521,103774,1
30,3.7678151369579496,75892,0
25,6.159667318276847,75829,1
45,3.643148219154549,81305,1
47,4.251884172494414,76118,1
26,3.4658233293457674,75747,0
56,5.325286038864795,27661,1
48,4.611412363510854,105937,1
38,5.603789775392878,116676,1
64,4.005031917214037,47797,1
51,3.8675055406228402,55671,0
48,5.656225750820673,54844,1
69,4.79862221808152,39952,1
42,9.26228003398467,84545,1
29,5.978364673482675,113588,1
18,5.21146863761475,118902,1
39,6.94610120033245,114155,1
57,6.503035878931952,50323,1
54,5.275069772061089,42526,1
64,9.568878428876864,77679,1
18,6.733822257753827,54017,1
18,3.3294488163565448,30165,0
59,4.4993082536105335,40062,1
59,2.314067572198822,22013,0
38,2.8033297339789973,75390,0
32,9.47510920300778,115851,1
34,7.027590970008678,82721,1
39,2.4736922391881007,109582,0
55,4.991705998704134,99581,1
52,4.4665115984874975,106657,1
62,8.977480649922256,44146,1
33,1.4675665133771,106842,0
25,4.04778416370013,42998,0
64,4.063557917905191,89527,1
34,3.9303482170679835,47598,0
34,5.38660965612616,20755,0
43,6.332425463498515,111900,1
30,4.21831119818652,39462,0
34,4.884581914069265,94624,1
55,3.5678959134127757,39538,0
34,3.6895251808382654,64562,0
65,5.61666770297579,107519,1
31,5.866732061396807,62185,0
62,2.2335770258515644,98211,0
23,3.907173553580458,114184,1
52,4.51594910072149,62004,1
63,4.421997723241791,50499,1
31,4.604004586500917,44258,0
64,1.236523929202697,64968,0
25,6.608732651983753,32890,0
32,4.8843355876492645,62288,0
44,9.212006793615608,46760,1
30,5.942375297636949,54907,1
66,5.57389740410673,43472,1
48,3.71431578730797,33535,0
52,4.127550281931858,84038,1
23,6.203735637474845,61492,0
22,4.585076285056823,30808,0
39,3.9601610319746303,44145,0
66,7.833852893802074,109281,1
40,5.559053417705429,118664,1
42,6.191006278939205,93372,1
51,4.539072243835876,38975,1
43,6.829644449485857,58662,1
64,4.204514372542981,44764,1
22,6.78566456613913,23073,0
43,4.327478728080028,33694,0
37,7.452257096347973,68993,1
23,6.96631600369421,118708,1
23,4.371555430734838,83146,0
67,8.41276735082064,75994,1
35,5.217714133370034,93619,1
21,7.585329942509711,113801,1
34,3.3209536400452997,71982,0
31,6.0581859716737,47366,1
31,5.602647270081542,49744,0
30,4.419952877670649,72831,0
24,6.4456934273064865,80374,1
61,6.958876177306578,93460,1
32,5.808837458773775,47498,0
36,5.593944849085011,22044,0
60,5.4024089289851895,36297,1
64,5.790366298273759,110952,1
61,6.204268303026399,65854,1
52,6.128860774019046,66628,1
34,5.913737577155921,75446,1
52,4.33793980276168,97969,1
36,6.51836733369136,73748,1
37,5.867256299237238,25231,1
53,5.585039937255714,112104,1
52,4.672335258124463,58685,1
49,6.485864571265511,74363,1
65,1.9424132649189874,119994,1
61,4.918033592824234,101019,1
57,4.418846642249334,67649,1
41,4.287955043880463,81866,1
34,4.6082164410221536,27456,0
24,3.452760745803811,30972,0
60,4.483132251423872,77808,1
67,3.236137874519735,77759,1
18,5.621711751969006,106663,1
52,6.413050647868653,58743,1
49,6.577053543595203,32302,1
53,5.823007983935442,20271,1
30,4.158613062979583,110976,1
23,3.3417733188601524,100979,0
31,4.023486275969023,22589,0
54,4.524657146233437,66424,1
65,4.05432013602801,28230,1
32,8.643175984455972,20851,1
64,6.057346909886822,101230,1
21,5.868805568537221,38687,0
57,5.466167901598933,72597,1
33,4.245832862578056,77398,0
45,5.206513884253821,91093,1
33,6.045177714754567,32261,1
21,6.446695279457623,95115,1
62,5.445861426726625,71873,1
43,6.144138554980891,32956,1
45,4.280339894198245,22463,0
49,2.643828503007198,79545,0
62,6.972639694718152,73796,1
19,4.107724970572501,99688,0
48,4.101438684478066,50608,0
20,3.683011519439604,23781,0
25,5.462964666400643,38839,0
41,4.192521420691913,53895,0
32,7.232137537676797,66373,1
60,7.192228124467715,104700,1
48,5.58176962331173,69773,1
26,3.951635168908661,34928,0
56,7.789044775613387,36138,1
62,6.731444219843606,102454,1
19,4.0013241474590115,38761,0
25,5.635378326133694,90052,1
24,5.431439836431138,39012,0
61,5.883866272560546,42192,1
68,5.221958615934644,89240,1
56,5.034676849620217,67504,1
59,9.408035116363713,65095,1
33,5.896310435616359,43247,1
52,4.026712816341928,101416,1
47,4.418894348007889,60076,1
27,7.844226440704384,71875,1
55,4.577391820716088,116275,1
35,3.6902657089889463,86707,0
67,5.182977548323206,106296,1
22,4.827072707005197,37247,0
46,7.210009711880897,39674,1
56,7.496699457751939,52864,1
51,4.673412825117848,93802,1
60,6.362667163971512,57401,1
62,4.926743366686531,69609,1
40,3.9171023114046655,109829,1
22,7.8186078010142515,106448,1
47,8.0613177452392,56190,1
23,5.664653603843311,118922,1
63,4.200304189370836,58558,1
61,3.673875733351799,83491,1
21,6.138701788223204,48968,1
46,7.1472842970236,63952,1
40,5.378894728843444,53695,1
23,6.813200780898587,35081,1
49,4.853054155062184,96626,1
59,4.33826804057442,24588,1
35,5.566853752055475,59997,1
32,2.1705507415676757,116481,0
57,4.460390328876838,61434,1
49,6.4211479181820055,71415,1
26,1.5519261921696028,65141,0
54,3.269114804306893,30428,0
27,4.996815493911139,96375,1
37,3.409296527989019,79516,1
23,4.486164210083055,106487,1
65,2.14793716299,87091,1
20,6.161955836470806,54731,0
59,6.842247699368007,101232,1
28,2.9240271089982413,92865,0
60,5.52204009741723,111334,1
34,4.901466901743915,51199,0
49,5.894875760591583,100286,1
21,7.413164179581111,78091,1
21,3.4871759136633016,101384,0
34,7.090611857771211,47956,1
58,7.737735297827822,73235,1
36,2.6010163514369404,105506,0
22,6.686236805452983,92237,1
49,3.9137428941206247,29247,0
39,6.161313041419744,23042,1
23,4.026075544222506,69743,0
52,4.374241069706336,72476,1
39,4.229799651192107,42801,0
18,3.7593019022297955,113328,1
37,6.325741852967932,51220,1
39,5.9278228903439585,20336,0
65,5.965489667188268,28953,1
28,4.650145717476418,110239,1
30,4.801111676854856,44536,0
59,5.764063676499383,92011,1
20,3.9905157270483826,74634,0
26,4.465248127109814,25070,0
29,6.586699848551028,110421,1
40,5.7828858025563346,25831,0
31,6.936489665124693,56999,1
50,1.4051098848182848,73706,0
35,7.400480452748179,71558,1
66,6.586419232962523,50544,1
58,6.614302189649797,53969,1
26,2.7777271625913085,44197,0
40,4.368081830443097,46680,0
27,4.558901429318993,112672,1
36,5.448839692819593,113234,1
64,7.861699547194216,46368,1
22,5.505080050539431,28209,0
64,6.956370210088812,79949,1
69,7.287102052421345,47880,1
40,6.231868145879348,36711,1
47,5.532899202243025,55366,1
42,7.054536650399252,55464,1
45,2.8298534416746906,49672,0
51,6.1434993148086114,32289,1
62,7.493522177998209,81107,1
65,5.41220559351446,117327,1
64,6.07327349917389,38294,1
42,6.723937440683603,51687,1
27,4.623019662054507,75774,1
31,9.702960948816802,104038,1
59,3.373475643117926,67584,1
63,2.3623805855320716,70892,1
47,6.224623390139896,94904,1
58,4.236018517312289,27189,0
42,5.42305894490066,104111,1
31,5.563784286984546,74525,1
52,5.816976587094232,90160,1
69,3.1728896105043987,46319,0
65,4.022572675360139,38153,0
51,6.848189556724402,106934,1
27,4.320819223799016,22765,0
52,4.948606416320509,84977,1
28,4.249456027887358,65540,0
28,5.828062316520421,41669,1
38,4.456964111129382,84045,1
38,7.521090859144046,42355,1
39,3.902399920113575,24900,0
62,2.9233425525698324,93606,1
24,3.267128342522123,91034,0
34,6.790766628494728,25401,1
19,3.2499131385047715,72479,0
29,3.0239481444365506,64100,0
59,6.212267874120438,107444,1
35,7.766531615589162,100708,1
28,8.282025292614957,110994,1
33,4.876472503583311,115589,1
66,0.44884847425905594,31553,0
68,4.782707471023777,45501,1
35,6.904335443804476,54415,1
52,3.492442911019347,65722,0
43,4.222972392265077,41895,0
33,5.54666624538667,73429,1
23,6.869729382574967,94590,1
61,3.623439471651676,84827,1
60,6.698976090895927,40194,1
64,6.151501333656162,20914,1
64,4.702020014719852,37972,1
65,6.248239620048042,77683,1
59,6.601558594711854,69024,1
29,7.57318075036812,58167,1
30,7.360232127141213,78695,1
21,3.3816841897948615,93275,0
56,5.808513023424324,58641,1
19,5.027354584786612,80793,0
43,5.643075086569688,83795,1
44,5.160686804075195,82818,1
44,5.333862534774369,60565,1
32,5.071676683399453,21635,0
25,4.1546337326519485,77562,0
24,5.455626774715759,75259,1
64,6.473577800215994,23190,1
63,4.80986039180437,68961,1
57,4.3148555046674435,109336,1
29,5.410438231224187,43731,0
30,5.654554433735042,82685,1
60,4.057621802842578,56593,1
34,4.486403316538322,22150,0
34,3.400426819234498,66622,0
53,5.591670737958574,115262,1
38,4.599648346473419,27846,0
25,7.156671580896859,75894,1
22,5.879708618337527,91198,1
43,6.1312990813794155,32881,1
33,5.334897624336455,96151,1
53,6.4204498981902995,81202,1
45,2.6629553204061036,92317,0
46,5.069952082945309,105929,1
64,4.630091116892757,73764,1
29,6.816362103799888,118941,1
54,3.183792115218688,24748,0
47,5.436592827894026,75121,1
40,7.033224408517663,75647,1
33,4.961362841442097,47988,0
31,4.953229751094834,99951,1
27,5.524701136647996,50896,0
24,4.7863353968469395,114979,1
62,5.715129581993623,102087,1
69,6.771888981455428,76797,1
54,5.592841821153716,114693,1
46,5.074736896506051,112663,1
20,6.297236911947477,77276,1
32,7.399246766833714,70190,1
53,4.137593610633672,97839,1
64,7.9583247159787565,47400,1
63,4.241097327984658,89967,1
69,5.670806409479044,30374,1
36,5.598228323000792,20648,0
30,5.685772817057693,62169,0
59,2.6421888891616323,33882,0
38,3.2439487187574665,78262,0
54,4.50817099225139,48416,1
44,4.115231071279338,90869,1
69,5.873259783973411,101760,1
46,6.890131876579182,79757,1
37,2.015826224044382,81052,0
42,3.3587693256651123,79537,1
23,4.284287446385477,43614,0
53,3.393643081221361,39848,0
19,4.575981747083498,59941,0
39,3.787642381786825,93404,1
49,5.808824383295356,79361,1
33,9.146593459305622,114596,1
35,3.790086579428426,43081,0
22,6.955202220400781,111556,1
53,9.026609259937887,20933,1
47,4.065567647067604,40901,0
62,8.310011697323276,86938,1
36,3.7548563385145783,97270,1
40,6.924359719720651,92488,1
51,3.8632187976553025,44209,0
30,2.275711473242802,50399,0
60,6.620194311781928,111792,1
46,5.840975330028781,82783,1
53,4.936586748409269,62959,1
39,2.575043315989648,118411,0
69,7.028441601233721,21661,1
69,6.682326817815343,116818,1
64,2.31210735049115,70901,0
53,5.384686586916695,78677,1
26,5.869694624225889,95358,1
56,3.3367891276616963,53924,0
68,6.549327777754286,93965,1
36,8.791528853514976,57093,1
55,6.656523349407344,89764,1
23,7.672876334728753,83776,1
69,6.3946446248681905,102865,1
64,3.3448183223992,86967,1
32,6.298904754659832,29417,1
37,3.069899031767637,55686,0
26,4.250156564165648,80046,0
49,4.640740342862712,42473,0
21,4.470408123825251,26773,0
67,3.8168565209960548,43451,1
35,4.625329367308225,71421,1
22,4.8200471637880185,53912,0
37,6.935205330993624,36187,1
40,5.644578636825706,97929,1
28,6.4919702973503055,68172,1
54,4.650368194180734,102256,1
39,6.4514593178517945,33236,1
21,2.1117268909458975,35543,0
46,3.082111402420282,51708,0
61,6.514945932586485,110279,1
51,4.109918648265363,56489,1
30,5.162394559142293,31773,0
59,1.4943526528755986,38340,0
26,4.428058782099979,117524,1
59,3.1276942351960395,38424,0
48,3.9812739901415153,65252,1
24,5.184505003064757,61789,1
21,5.153495745198477,106633,1
36,4.6372549191099806,40614,0
59,6.355160345618935,75558,1
47,4.341217666167759,70212,1
48,4.604917483173342,91675,1
52,3.206611154282307,79839,0
38,6.820584832948308,60056,1
48,3.7814806095917874,46116,0
36,2.8832256776722516,103553,0
48,3.178262828198079,23906,0
49,5.294882013801559,113145,1
19,4.8571298095093045,28837,0
69,4.664872022779163,114538,1
27,6.506861748336041,112920,1
19,3.524734259490163,92502,0
19,5.7422373413453585,61949,0
41,5.1419182502225915,25577,0
34,5.61155783363834,113607,1
49,5.170455118570386,111239,1
33,3.8760685602159635,84797,0
33,1.6624152111190318,89959,0
63,6.218325320595049,64028,1
56,4.98702928552266,41745,1
48,5.183335401789015,52746,1
60,4.954596844270604,87751,1
41,2.7777382032477775,56082,0
18,5.339994274166143,67011,1
28,5.0449805021697,49739,0
38,4.892240308408684,100243,1
21,7.574451443952607,34206,1
24,5.182911393813223,72681,0
43,4.813197048410339,99234,1
64,4.7720720539125585,78156,1
67,3.394125728438599,62445,1
29,5.209251223871715,27255,0
48,5.405780042399414,101317,1
34,4.0064459494882065,86368,1
50,6.115610843299338,66928,1
28,5.730024006350153,59632,1
45,4.828034682127741,56577,1
49,6.243362073171226,95664,1
18,4.422735293355002,83347,0
64,6.196821958282827,65683,1
45,4.266738639242298,105344,1
59,7.370588842100775,28104,1
24,4.123344688479342,51582,0
19,4.764141930693976,106189,1
59,3.7012423197144013,28147,0
41,5.823753920653908,52879,1
21,3.293931389500235,116198,0
61,4.8239820954480175,51489,1
36,2.9264288543654895,73667,0
43,5.80554467040626,65125,1
28,5.885704831880306,38827,0
57,5.18720221528751,81902,1
67,4.205447144155775,106044,1
60,6.041173427080438,89611,1
28,3.586550763324409,55881,0
62,3.8844263010940914,94542,1
20,6.035802355557015,95973,1
29,5.816875832471252,76306,1
20,5.823050701083915,92354,1
59,8.446683031787249,36547,1
44,5.2561689932499975,45322,1
66,4.400045427410035,112426,1
19,4.786819754302906,60385,0
66,1.851070400977608,82776,0
33,5.579994731034705,109806,1
19,7.119733472441022,92525,1
47,4.479352264252755,105769,1
37,6.965914774446485,25310,1
55,3.5455819441843106,23804,0
45,3.8340182927361597,23957,0
42,3.828249300804634,58155,0
49,2.8036276014788255,87870,0
27,7.187033194713398,20507,0
59,5.772736565112355,28239,1
57,5.931639096752664,72042,1
50,3.913667062427889,20774,0
30,6.19506400217996,102277,1
58,4.238447311056389,78077,1
59,4.30751990411062,83332,1
64,6.60857234962092,27206,1
54,3.7306902750260176,33868,0
33,3.502590589854715,107944,1
62,3.3242391496988652,90941,1
39,4.780582913964234,65140,1
37,8.093190510511308,34762,1
67,4.610146313089737,42848,1
60,3.049387634441441,86274,1
44,4.062457387792065,60562,0
58,4.3022346951997426,53070,1
33,5.07069041393898,42045,1
51,5.544656783210021,81545,1
49,1.857984818885873,44766,0
43,3.1646917496294185,44471,0
42,3.0508390148016176,42077,0
19,6.5293822088495075,94505,1
29,3.4781223944832447,90246,0
57,5.4193829739779025,100639,1
26,5.698712231278194,27589,0
29,4.242846574509602,56894,0
43,1.3585274935302758,55267,0
26,6.758285941236589,30627,1
27,6.965100079328499,81068,1
49,4.9689615619283,111950,1
51,3.974690638631558,21135,0
65,7.692877451688773,103632,1
37,3.9273590462026458,61048,0
56,6.192498477180498,72159,1
19,2.757394101207173,116533,0
18,5.688103463874752,64378,0
68,3.051604053405717,85372,1
53,5.567998401912557,96623,1
41,5.005400563710406,99481,1
44,4.450823834118976,84289,1
19,4.40893181234581,105225,0
48,6.625341514559581,83870,1
31,4.8721771184789855,53136,0
19,5.592638923117116,76260,1
46,9.27090427799693,54943,1
32,3.123751872206417,53181,0
29,3.844251759014323,89755,1
54,2.524002496979292,86684,1
45,2.453655594381466,105210,0
37,7.8583179285650235,44159,1
56,4.371344599751686,93465,1
41,1.0492062000033648,50106,0
38,4.576020664440192,51128,0
27,4.259022496211698,43695,0
63,3.425916580459419,55771,1
31,4.338304369972411,57789,0
54,5.236453127604617,51594,1
35,4.384806278503295,110546,1
41,6.278039534297767,23290,1
31,4.9076556036412455,68203,0
51,5.02017355075143,30280,1
29,4.711495609246357,36590,0
39,3.149231952716424,83494,0
23,3.2091449494519595,66591,0
53,5.181047723203266,34305,1
62,3.8626529539817787,78798,1
53,5.896782302751623,65870,1
39,4.49729692633193,64166,0
31,3.8406706404499715,51473,0
33,5.388365709999223,63010,1
53,5.040853048211728,46199,1
42,2.5142764980071926,97125,0
49,2.269723793653696,118207,0
50,5.856885304979862,108605,1
62,3.8861458369429442,73150,1
53,5.227743618404599,84793,1
37,5.348650763583926,52094,1
35,6.804978450720364,59748,1
55,7.4743506575789205,57792,1
20,3.2839598691153165,102760,0
40,4.77615365818478,113182,1
49,4.814687695639929,25233,0
62,7.278544902662292,48624,1
33,2.840831239023172,66687,0
22,7.153359758659348,78016,1
21,5.84393913006306,107842,1
38,4.1759711804401904,86500,1
57,6.308430283245914,111815,1
68,4.437632674975124,76210,1
31,2.5759008464978685,47995,0
56,5.181467105101203,116450,1
48,4.603541598191662,44940,1
31,4.271765806389244,50574,0
23,3.814006461413025,48530,0
29,5.9231433057585745,68219,1
33,4.977653769875946,21557,0
34,4.286751388147428,63677,1
62,4.089973200274498,95416,1
40,4.310003320580159,83609,1
31,4.126079377721703,89355,1
24,4.39013228048473,33002,0
63,6.0900211490871445,63580,1
49,4.442858375405194,34608,0
32,5.230039993448373,101475,1
61,4.42285914882997,72017,1
34,2.33890015188569,40207,0
58,5.327704276030467,118907,1
64,3.925645787873077,71433,1
61,6.000660726263714,83349,1
51,7.482562037838736,67252,1
22,4.008077966598662,92748,0
62,6.357831545544077,42897,1
44,4.38187281111456,73679,1
69,4.538661629079533,36699,1
40,5.5667319045688215,71701,1
57,2.0501090801033146,92754,0
31,2.413592178303014,67615,0
32,5.0861131010855845,71432,1
60,1.0721351014453266,51304,0
50,6.627898151074076,61136,1
48,7.002566470916219,83287,1
52,5.530436397112395,55484,1
34,4.803943154886716,31144,0
45,6.663457470285669,92489,1
36,4.302738548064921,73065,0
63,4.434505995770243,76092,1
40,4.794090315955103,119811,1
49,3.7587195781970317,20864,0
57,6.937341438349549,56354,1
30,6.890884783591986,89418,1
37,3.5886379326105926,40859,0
52,3.8754641613416543,78351,1
22,4.47609565721626,117492,1
26,6.803127238690681,85268,1
46,4.468323807828642,93072,1
23,5.235845699645616,91125,1
42,3.399165943782021,57742,0
48,7.282910890797837,52831,1
39,3.246206229840008,101172,0
19,4.382717299590747,67273,0
62,2.4405866201327795,41979,0
22,6.852499876637006,64054,1
44,4.952944863297076,119140,1
42,7.667931031087252,94899,1
25,3.528690702943763,60143,0
18,6.573951304893935,107687,1
37,5.590190353327135,97728,1
61,3.8100181006758045,54569,1
40,4.011157377637169,59410,0
49,5.821680196104166,71648,1
28,4.942890861297876,46251,0
56,3.973343245283663,97161,1
64,7.62236961769823,71053,1
41,5.0666069604271895,59039,1
28,4.437401731958485,115922,1
46,3.3775371869690325,20108,0
43,4.2193875494650905,98202,1
33,1.7855005423473695,116117,0
52,5.003001401805165,76994,1
37,6.099927733670282,97704,1
63,7.152834157659426,57077,1
20,4.373741000842698,84969,0
18,5.7190994929008365,107166,1
64,4.48070197967612,43351,1
18,2.3146157136341827,90788,0
34,1.9354557135582726,91059,0
19,4.836206358158286,51324,0
46,1.9606767733045638,21581,0
37,4.61699469325856,37918,0
23,4.35757908201186,44858,0
25,2.3585085232004763,88929,0
46,0.9265681664550094,53158,0
65,3.8941486976770685,56775,1
68,7.201106354692888,28232,1
50,5.372296905691693,100812,1
20,3.8781233404554696,82863,0
52,3.7715117904052136,63364,0
22,5.495583970891536,117964,1
44,5.10363037949675,85192,1
61,5.978358831932553,86563,1
29,7.615497935321267,29897,1
37,6.631012638300561,71892,1
62,6.5970216623096185,90077,1
37,4.7891621497714265,66470,1
26,1.5794717228904949,54314,0
56,1.750145722010767,41156,0
21,5.670627213410101,72750,1
68,4.099850081061121,111984,1
36,7.40275839852751,60070,1
55,7.136656119246743,36372,1
44,5.121942830409744,70342,1
62,4.212810780304594,32336,1
60,3.5685174387406002,90414,1
30,7.358177367759069,96250,1
30,5.188831681034002,114283,1
39,3.885428309167879,109725,1
45,4.805266252727881,47806,0
69,4.585595412034264,54112,1
64,7.645141945825848,59403,1
62,5.257984354765093,50340,1
39,5.024563580537822,110416,1
60,2.9472967040936533,81873,1
36,5.6946452753747865,106992,1
25,5.064611935917909,45031,0
69,5.79455356560369,28828,1
25,5.079450927478832,89636,1
59,4.4808155467264275,27900,1
43,5.074442922440431,26283,0
65,3.840992762449083,88902,1
68,5.231364103457286,46373,1
43,6.936637538649079,50981,1
40,6.322786028845186,104633,1
60,4.562493737978411,71243,1
30,4.686813116850162,92620,1
45,5.878083184061994,53683,1
26,5.559239036987603,84505,1
37,4.998784975216412,64917,1
36,4.1648867323911745,35826,0
65,3.6681864543595903,31343,0
56,3.6483054540324584,76152,1
68,4.757584216017653,62322,1
29,5.505310961660665,118367,1
32,2.4224038112496395,34756,0
48,6.097007139480601,36643,1
31,3.401161717414658,41546,0
28,3.9729751269324884,80556,0
43,4.618617148806434,94400,1
59,5.57634666588561,45673,1
44,7.261511199130844,39551,1
28,4.302077485258039,98851,1
55,6.621281434356774,115820,1
51,4.39682132724738,104580,1
60,6.994308960956241,21341,1
36,4.89335587634381,100765,1
23,2.7705877009579547,40770,0
63,3.9305568717241552,78990,1
69,5.014868836564149,81093,1
55,4.686828891872469,42725,1
66,3.4765855020926435,116300,1
59,3.0180582446791395,58023,1
45,6.199858407597846,96813,1
18,1.5362944266730438,48428,0
52,5.756591728830982,56102,1
57,3.3523481690898698,36560,0
25,7.842588639904996,59405,1
69,1.9649713055721065,84355,0
64,1.844104400846657,110466,1
24,4.360972676205021,109220,1
28,6.523466823207499,34602,1
56,8.263327747012333,23359,1
21,6.481228340939163,41899,0
42,5.21749150480117,114545,1
29,3.5422829393058364,101701,0
43,3.8533402721843615,78311,1
55,4.010554286847354,80817,1
63,4.389711897225746,83593,1
29,4.619667562612591,72735,0
60,5.298843120586262,88631,1
68,4.124488777636198,117055,1
54,5.2414357484285645,110886,1
63,5.56632062020096,119335,1
41,3.354453649757584,112522,1
33,3.1231044215012536,65355,0
30,6.645807308999487,61204,1
42,5.1859631565795805,20507,1
69,4.77374903007063,105693,1
21,2.8621595627072405,88646,0
28,6.154035046412097,104014,1
49,4.997181232307426,71331,1
66,7.243536194009813,20827,1
24,5.288793967872693,30972,0
63,4.61146151171115,103942,1
28,4.0746565202235985,84282,1
45,7.369078842704606,112098,1
58,6.486005510698195,37684,1
40,5.331634852209659,36710,1
62,6.412790135099997,59624,1
40,5.504801518022218,20269,1
67,2.283026336598487,75631,1
45,6.412137099602893,99266,1
60,6.050516652974094,69870,1
64,3.3597489409871395,44450,0
43,5.8808748177219075,68598,1
42,3.7444359322724,30113,0
46,4.359881761916143,35136,0
36,5.2271373596206026,84430,1
50,5.149775724648536,88626,1
53,4.877229870995835,43944,1
31,2.566937725609215,30577,0
31,5.069279940090675,96915,1
52,7.5088710176492,106892,1
47,5.405620531726334,111127,1
45,4.731610624281,92121,1
34,6.036121923962083,79194,1
20,5.224838893250887,84603,0
33,4.367742807743345,61309,0
63,6.372004473995593,109740,1
47,5.393449043671486,69947,1
69,5.610942512921226,27901,1
46,4.701624453278437,69407,1
62,4.850423187764069,26198,1
32,6.19716731816054,117600,1
63,4.241653715215142,31666,1
42,8.480887378931559,112856,1
68,4.114918839887716,79312,1
55,4.086931302972994,96662,1
59,6.553467893263337,105634,1
64,4.965138199160414,87603,1
69,5.898708340053392,55791,1
55,7.277204964286213,32408,1
40,5.610400540052428,109153,1
42,5.502618386147871,40563,1
59,4.172672905156165,106806,1
24,3.724657157581789,72915,0
39,2.6937064696322013,30791,0
34,3.9297621581155777,110297,1
35,4.287927554188534,116811,1
66,3.8838316846324625,113486,1
58,4.61853161637376,96067,1
27,4.288038273992679,90271,0
27,6.2649531963421765,71244,1
24,3.0348575951554686,24001,0
65,6.484866242021413,51277,1
67,6.023054736082212,70237,1
55,3.6147635513443745,73039,1
44,3.088334053485169,28063,0
69,5.840929506107906,39431,1
50,5.8378891008743,104708,1
18,3.811394067907216,71901,0
61,3.0129433242033583,40671,0
51,4.397594063547363,24785,0
21,0.18439666031909674,116956,0
34,5.819104901047887,52020,1
21,4.050880815577432,97706,0
60,5.297386901876791,119769,1
43,7.688593011039105,114406,1
21,4.4105449515274024,29990,0
18,6.0165192740086795,37701,0
24,4.615348825229528,37315,0
47,4.3362052085292095,52805,1
67,7.290968810210467,55577,1
26,4.167478073764266,38633,0
52,5.821462253463899,48745,1
25,5.473156344828178,85058,1
41,5.628242913235192,94123,1
36,5.939487469372203,99072,1
53,5.7752766059207685,114503,1
67,4.153860641181849,21310,1
69,4.352694438640418,25153,1
60,5.412589827953315,68175,1
44,2.2177927118889107,63050,0
49,5.549395758491932,35940,1
31,4.13529737975274,45157,0
35,6.566473077599651,95847,1
45,2.0584599032085835,28400,0
46,5.696448936310189,110112,1
33,5.405911837376404,93493,1
52,5.2322844913963245,57526,1
64,6.97976973641895,82025,1
48,5.0229213698544655,107485,1
21,5.378569703946931,66197,1
54,3.171263685785939,35790,0
34,5.192624650595853,66398,1
56,4.615601283727111,106602,1
65,4.592418249211773,79052,1
63,2.6031466937533843,99853,1
43,7.59445122060421,97036,1
65,3.566780384286934,109081,1
56,4.560863975781443,97558,1
58,2.7707561245753,87507,1
21,2.8274023439058737,79713,0
47,2.853594658925819,41292,0
47,7.323827617952859,92227,1
39,2.5900786251994723,66198,0
28,4.139278529684803,107710,1
19,4.399496052503534,119444,1
61,3.8935229993093,105306,1
29,3.695735917678442,50534,0
47,4.355705265464792,104319,1
53,3.1429782354544598,103879,1
35,6.397369397797789,72445,1
43,7.335556704476586,39012,1
24,6.875247948586159,103194,1
18,2.112309663384012,107688,0
43,2.009147347055007,111498,0
40,2.6450625611289094,29602,0
43,5.807602680591362,22312,1
62,4.2174804950789335,52532,1
23,8.595557027230948,57251,1
23,5.036774915235923,96187,1
61,6.602204807069914,67933,1
25,6.628283003529628,40717,1
41,3.5015565851839474,82811,0
39,3.74040382764714,61332,0
36,7.316691159175059,114520,1
54,2.434640864281617,112275,1
35,4.759832886826859,114011,1
48,6.04574954196833,105276,1
54,5.714952893187032,59599,1
47,4.404813553626002,94152,1
59,4.341821012947657,28031,1
50,3.111290651943831,44340,0
27,3.6202039060010156,108205,0
54,7.446030132419615,50877,1
29,5.305406979953798,89323,1
47,4.078390951186753,54169,1
44,5.927056769388205,117953,1
56,4.311249714531941,80394,1
26,3.3607211560006416,34849,0
38,4.125538517122064,59685,0
29,2.8775171464405926,101700,0
46,7.392154633940631,34894,1
50,5.9411141958544285,75650,1
60,5.9298892837742425,88008,1
32,4.191139353420312,95332,1
19,4.9106004877795,27530,0
69,4.25493076419913,45784,1
56,2.879015299017583,51186,0
61,6.352202568156871,96985,1
35,6.191804882685357,43996,1
20,5.596438867915232,78015,0
24,5.0406519783103745,54952,0
60,3.6709784631150244,37969,0
35,5.499800852726852,26953,0
61,3.5398708386262063,50197,1
55,3.7453993110079704,75969,1
54,3.5510156596647207,56045,1
50,4.019515527143293,63274,1
61,3.873427986076594,54526,1
48,6.093805118532613,26879,1
28,3.480447534977012,66536,0
21,4.980471311670416,46656,0
35,5.911225961890534,32358,1
21,6.820125757528655,102505,1
66,5.574394479691945,73436,1
51,2.1444223697445985,104856,0
46,4.655357839108088,90250,1
41,6.071309251459999,76671,1
39,3.5247862209979464,109470,1
19,6.993101908912255,45084,1
61,6.959891105541742,95476,1
23,5.754474033875226,42745,0
